begin_time ET
4499.51 0.020337
4499.53 0.020401
4499.55 0.020411
4499.57 0.020483
4499.59 0.023
4499.61 0.020305
4499.63 0.020396
4499.65 0.020408
4499.67 0.020381
4499.69 0.020955
4499.72 0.020488
4499.74 0.020365
4499.76 0.020416
4499.78 0.020524
4499.8 0.020898
4499.82 0.022128
4499.84 0.020495
4499.86 0.020475
4499.88 0.020425
4499.9 0.020417
4499.92 0.020456
4499.94 0.020827
4499.96 0.020491
4499.98 0.020381
4500 0.020456
4500.03 0.020842
4500.05 0.020522
4500.07 0.020391
4500.09 0.020431
4500.11 0.020726
4500.13 0.020398
4500.15 0.020832
4500.17 0.020423
4500.19 0.020501
4500.21 0.020431
4500.23 0.02034
4500.25 0.022901
4500.27 0.020394
4500.29 0.020441
4500.32 0.020356
4500.34 0.020835
4500.36 0.02049
4500.38 0.020403
4500.4 0.020462
4500.42 0.020492
4500.44 0.020407
4500.46 0.020405
4500.48 0.020991
4500.5 0.020336
4500.52 0.020405
4500.54 0.02039
4500.56 0.020363
4500.58 0.020356
4500.6 0.02093
4500.62 0.02041
4500.64 0.020347
4500.66 0.020443
4500.68 0.020597
4500.7 0.020652
4500.73 0.020246
4500.75 0.020283
4500.77 0.020202
4500.79 0.020716
4500.81 0.020325
4500.83 0.020745
4500.85 0.020424
4500.87 0.020559
4500.89 0.02221
4500.91 0.020462
4500.93 0.020534
4500.95 0.020598
4500.97 0.020475
4500.99 0.020466
4501.01 0.020499
4501.03 0.020428
4501.06 0.020411
4501.08 0.020537
4501.1 0.020464
4501.12 0.020548
4501.14 0.020485
4501.16 0.020461
4501.18 0.020312
4501.2 0.020403
4501.22 0.020576
4501.24 0.020421
4501.26 0.020388
4501.28 0.020443
4501.3 0.020445
4501.32 0.020444
4501.34 0.020483
4501.36 0.020412
4501.38 0.020475
4501.4 0.020381
4501.42 0.020389
4501.44 0.020422
4501.46 0.02041
4501.48 0.020497
4501.51 0.022601
4501.53 0.020643
4501.55 0.020419
